,Customer_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Product_ID,Quantity
4147,CC-12550,CA-2017-118542,2017-12-01,2017-12-05,Standard Class,OFF-PA-10004735,7
4148,SC-20305,CA-2017-122539,2017-12-01,2017-12-05,Standard Class,OFF-BI-10001759,7
4149,SC-20305,CA-2017-122539,2017-12-01,2017-12-05,Standard Class,FUR-CH-10003379,2
4150,SC-20305,CA-2017-122539,2017-12-01,2017-12-05,Standard Class,OFF-LA-10004853,4
4151,ND-18370,CA-2017-128699,2017-12-03,2017-12-05,Second Class,TEC-AC-10001990,1
4152,ME-17725,CA-2017-143756,2017-12-02,2017-12-05,First Class,FUR-CH-10001854,2
4153,EH-14005,CA-2017-144862,2017-12-01,2017-12-05,Standard Class,OFF-EN-10003040,5
4154,EH-14005,CA-2017-144862,2017-12-01,2017-12-05,Standard Class,TEC-PH-10000923,7
4155,DV-13465,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,OFF-AP-10000358,3
4156,DV-13465,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,TEC-PH-10004977,3
4157,DV-13465,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,TEC-PH-10001254,4
4158,DV-13465,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,OFF-BI-10002764,7
4159,DV-13465,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,TEC-PH-10000586,2
4160,KE-16420,CA-2017-147550,2017-12-04,2017-12-05,First Class,FUR-FU-10001918,3
4161,AS-10090,US-2017-108063,2017-12-02,2017-12-05,First Class,OFF-AR-10001446,3
4184,AC-10615,CA-2017-101637,2017-03-24,2017-03-25,Same Day,OFF-ST-10002352,2
4185,PS-18970,CA-2017-111591,2017-03-21,2017-03-25,Standard Class,FUR-FU-10002364,3
4186,PS-18970,CA-2017-111591,2017-03-21,2017-03-25,Standard Class,OFF-ST-10001809,4
4187,PS-18970,CA-2017-111591,2017-03-21,2017-03-25,Standard Class,OFF-BI-10004410,6
4188,PS-18970,CA-2017-111591,2017-03-21,2017-03-25,Standard Class,OFF-FA-10004838,7
4189,MZ-17515,CA-2017-136511,2017-03-23,2017-03-25,Second Class,OFF-SU-10003505,3
4190,RB-19360,CA-2017-140151,2017-03-23,2017-03-25,First Class,TEC-CO-10004722,4
4191,RB-19360,CA-2017-140151,2017-03-23,2017-03-25,First Class,OFF-ST-10001558,2
4192,RB-19360,CA-2017-140151,2017-03-23,2017-03-25,First Class,OFF-PA-10002986,3
4193,TB-21595,CA-2017-154214,2017-03-20,2017-03-25,Second Class,FUR-FU-10000206,1
4194,BE-11335,CA-2017-155985,2017-03-23,2017-03-25,First Class,FUR-FU-10000758,8
4195,RW-19690,CA-2017-169285,2017-03-21,2017-03-25,Standard Class,OFF-PA-10004971,1
4196,RW-19690,CA-2017-169285,2017-03-21,2017-03-25,Standard Class,OFF-PA-10004071,5
4197,SH-19975,CA-2017-101805,2017-12-01,2017-12-06,Standard Class,OFF-ST-10002756,4
4198,SH-19975,CA-2017-101805,2017-12-01,2017-12-06,Standard Class,OFF-BI-10002003,5
4199,SH-19975,CA-2017-101805,2017-12-01,2017-12-06,Standard Class,FUR-FU-10000023,12
4200,BB-11545,CA-2017-102379,2017-12-02,2017-12-06,Standard Class,FUR-CH-10004983,9
4201,BB-11545,CA-2017-102379,2017-12-02,2017-12-06,Standard Class,TEC-PH-10001448,1
4202,BB-11545,CA-2017-102379,2017-12-02,2017-12-06,Standard Class,OFF-AR-10004022,5
4203,LC-16870,CA-2017-118017,2017-12-03,2017-12-06,Second Class,TEC-AC-10002006,6
4204,LC-16870,CA-2017-118017,2017-12-03,2017-12-06,Second Class,TEC-AC-10002006,8
4205,LC-16870,CA-2017-118017,2017-12-03,2017-12-06,Second Class,OFF-PA-10002246,2
4206,LC-16870,CA-2017-118017,2017-12-03,2017-12-06,Second Class,OFF-SU-10004782,7
4207,LC-16870,CA-2017-118017,2017-12-03,2017-12-06,Second Class,OFF-AR-10003856,6
4208,LC-16870,CA-2017-118017,2017-12-03,2017-12-06,Second Class,FUR-FU-10004351,3
4209,LC-16870,CA-2017-118017,2017-12-03,2017-12-06,Second Class,FUR-FU-10004053,1
4210,LC-16870,CA-2017-118017,2017-12-03,2017-12-06,Second Class,FUR-FU-10004270,5
4211,CC-12550,CA-2017-123071,2017-12-03,2017-12-06,First Class,OFF-PA-10003729,2
4212,AD-10180,CA-2017-143245,2017-12-01,2017-12-06,Standard Class,OFF-PA-10001972,3
4213,AD-10180,CA-2017-143245,2017-12-01,2017-12-06,Standard Class,FUR-CH-10000155,3
4214,CS-12250,CA-2017-153227,2017-12-04,2017-12-06,First Class,OFF-PA-10001838,2
4215,DB-12910,CA-2017-155089,2017-12-02,2017-12-06,Standard Class,OFF-BI-10002429,5
4216,PB-18805,CA-2017-156958,2017-12-05,2017-12-06,First Class,FUR-FU-10003268,5
4217,PB-18805,CA-2017-156958,2017-12-05,2017-12-06,First Class,OFF-BI-10001524,5
4218,PB-18805,CA-2017-156958,2017-12-05,2017-12-06,First Class,OFF-BI-10001543,6
4219,PB-18805,CA-2017-156958,2017-12-05,2017-12-06,First Class,OFF-BI-10002071,2
4220,PB-18805,CA-2017-156958,2017-12-05,2017-12-06,First Class,TEC-PH-10000148,3
4221,JK-16090,CA-2017-160885,2017-12-02,2017-12-06,Standard Class,TEC-PH-10001795,4
4222,BS-11380,US-2017-112347,2017-12-02,2017-12-06,Standard Class,FUR-CH-10002335,5
4223,BS-11380,US-2017-112347,2017-12-02,2017-12-06,Standard Class,TEC-PH-10004833,6
4224,BS-11380,US-2017-112347,2017-12-02,2017-12-06,Standard Class,TEC-PH-10000213,2
4225,BS-11380,US-2017-112347,2017-12-02,2017-12-06,Standard Class,OFF-ST-10003306,1
4226,BS-11380,US-2017-112347,2017-12-02,2017-12-06,Standard Class,OFF-BI-10003707,8
4227,BS-11380,US-2017-112347,2017-12-02,2017-12-06,Standard Class,FUR-BO-10003546,8
4228,BS-11380,US-2017-112347,2017-12-02,2017-12-06,Standard Class,FUR-FU-10001488,6
4264,SJ-20125,CA-2017-120719,2017-03-23,2017-03-26,First Class,OFF-BI-10002103,5
4265,CV-12295,US-2017-117534,2017-03-25,2017-03-26,First Class,OFF-AP-10002403,4
4266,CV-12295,US-2017-117534,2017-03-25,2017-03-26,First Class,OFF-BI-10002026,4
4267,CV-12295,US-2017-117534,2017-03-25,2017-03-26,First Class,OFF-AR-10003087,9
4268,CV-12295,US-2017-117534,2017-03-25,2017-03-26,First Class,TEC-PH-10000141,4
4269,CV-12295,US-2017-117534,2017-03-25,2017-03-26,First Class,TEC-CO-10000971,2
4270,ML-17755,CA-2017-103968,2017-12-01,2017-12-07,Standard Class,FUR-FU-10003394,9
4271,NP-18325,CA-2017-126865,2017-12-05,2017-12-07,Second Class,OFF-PA-10003039,3
4272,JH-15985,CA-2017-135860,2017-12-01,2017-12-07,Standard Class,OFF-ST-10000642,4
4273,JH-15985,CA-2017-135860,2017-12-01,2017-12-07,Standard Class,TEC-PH-10001700,2
4274,JH-15985,CA-2017-135860,2017-12-01,2017-12-07,Standard Class,OFF-ST-10001522,1
4275,JH-15985,CA-2017-135860,2017-12-01,2017-12-07,Standard Class,OFF-FA-10000134,9
4276,JH-15985,CA-2017-135860,2017-12-01,2017-12-07,Standard Class,OFF-BI-10003274,4
4277,SC-20380,CA-2017-142090,2017-11-30,2017-12-07,Standard Class,TEC-AC-10002001,3
4278,SC-20380,CA-2017-142090,2017-11-30,2017-12-07,Standard Class,FUR-TA-10001889,7
4279,CM-12655,CA-2017-143126,2017-12-03,2017-12-07,Second Class,FUR-TA-10002958,2
4280,ES-14080,CA-2017-157469,2017-12-02,2017-12-07,Standard Class,OFF-AR-10001662,9
4281,ES-14080,CA-2017-157469,2017-12-02,2017-12-07,Standard Class,TEC-PH-10004531,2
4282,LT-16765,CA-2017-160031,2017-12-04,2017-12-07,Second Class,OFF-PA-10000241,3
4283,MK-17905,CA-2017-164917,2017-12-02,2017-12-07,Standard Class,OFF-AR-10004344,5
4304,CL-12565,CA-2017-119452,2017-03-21,2017-03-27,Standard Class,FUR-CH-10004495,6
4305,AC-10660,CA-2017-135650,2017-03-23,2017-03-27,Standard Class,OFF-ST-10001809,2
4306,PW-19030,CA-2017-156272,2017-03-21,2017-03-27,Standard Class,OFF-AP-10001242,1
4307,HR-14830,CA-2017-166184,2017-03-24,2017-03-27,First Class,FUR-CH-10003396,3
4308,HR-14830,CA-2017-166184,2017-03-24,2017-03-27,First Class,TEC-PH-10002624,1
4309,HR-14830,CA-2017-166184,2017-03-24,2017-03-27,First Class,OFF-EN-10004483,3
4310,GM-14440,US-2017-121251,2017-03-26,2017-03-27,First Class,FUR-BO-10001918,2
4311,GM-14440,US-2017-121251,2017-03-26,2017-03-27,First Class,TEC-PH-10004896,4
4312,MV-17485,CA-2017-103415,2017-12-03,2017-12-08,Standard Class,FUR-FU-10000820,2
4313,BF-11080,CA-2017-117128,2017-12-05,2017-12-08,Second Class,OFF-PA-10000007,6
4314,BF-11080,CA-2017-117128,2017-12-05,2017-12-08,Second Class,OFF-LA-10000248,3
4315,RB-19570,CA-2017-130351,2017-12-05,2017-12-08,First Class,OFF-AP-10004532,3
4316,RB-19570,CA-2017-130351,2017-12-05,2017-12-08,First Class,OFF-PA-10002137,5
4317,RB-19570,CA-2017-130351,2017-12-05,2017-12-08,First Class,TEC-AC-10003832,3
4318,MY-17380,CA-2017-138618,2017-12-01,2017-12-08,Standard Class,OFF-PA-10000520,2
4319,CM-12160,CA-2017-156412,2017-12-04,2017-12-08,Standard Class,OFF-BI-10004364,3
4320,BG-11035,CA-2017-165715,2017-12-02,2017-12-08,Standard Class,OFF-AR-10003903,1
4321,SO-20335,CA-2017-166926,2017-12-01,2017-12-08,Standard Class,OFF-PA-10001593,7
4322,SO-20335,CA-2017-166926,2017-12-01,2017-12-08,Standard Class,FUR-BO-10002598,2
4323,TP-21130,US-2017-107384,2017-12-04,2017-12-08,Standard Class,TEC-AC-10004595,1
4324,TP-21130,US-2017-107384,2017-12-04,2017-12-08,Standard Class,TEC-AC-10001539,5
4325,TP-21130,US-2017-107384,2017-12-04,2017-12-08,Standard Class,OFF-AR-10001315,5
4326,CS-11950,US-2017-126053,2017-12-05,2017-12-08,First Class,OFF-LA-10003766,3
4327,CS-11950,US-2017-126053,2017-12-05,2017-12-08,First Class,FUR-FU-10001934,2
4328,BN-11470,US-2017-149006,2017-12-06,2017-12-08,Second Class,OFF-ST-10003221,1
4347,MV-17485,CA-2017-122308,2017-03-24,2017-03-28,Standard Class,FUR-CH-10000665,2
4348,MZ-17335,CA-2017-147144,2017-03-26,2017-03-28,First Class,OFF-AR-10004587,1
4349,BM-11650,CA-2017-167101,2017-03-24,2017-03-28,Second Class,TEC-AC-10001266,2
4350,BM-11650,CA-2017-167101,2017-03-24,2017-03-28,Second Class,OFF-PA-10000357,4
4351,RP-19855,CA-2017-104108,2017-12-02,2017-12-09,Standard Class,OFF-AR-10000817,5
4352,LR-16915,CA-2017-109183,2017-12-04,2017-12-09,Standard Class,TEC-MA-10001856,2
4353,MS-17980,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,TEC-AC-10000580,4
4354,MS-17980,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,OFF-PA-10002709,5
4355,MS-17980,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,OFF-AR-10000716,3
4356,MS-17980,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,FUR-CH-10004540,10
4357,MS-17980,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,FUR-FU-10004093,2
4358,AB-10165,CA-2017-131212,2017-12-05,2017-12-09,Standard Class,OFF-BI-10000145,6
4359,AB-10165,CA-2017-131212,2017-12-05,2017-12-09,Standard Class,OFF-BI-10001617,3
4360,LF-17185,CA-2017-148264,2017-12-08,2017-12-09,First Class,FUR-FU-10002703,2
4361,LF-17185,CA-2017-148264,2017-12-08,2017-12-09,First Class,OFF-ST-10003327,3
4362,LF-17185,CA-2017-148264,2017-12-08,2017-12-09,First Class,OFF-PA-10003651,9
4363,CS-12460,CA-2017-148691,2017-12-03,2017-12-09,Standard Class,OFF-LA-10001317,1
4364,CS-12460,CA-2017-148691,2017-12-03,2017-12-09,Standard Class,OFF-BI-10001553,2
4365,CS-12460,CA-2017-148691,2017-12-03,2017-12-09,Standard Class,OFF-BI-10001524,5
4366,CS-12460,CA-2017-148691,2017-12-03,2017-12-09,Standard Class,TEC-PH-10000576,1
4367,CB-12415,CA-2017-152660,2017-12-04,2017-12-09,Standard Class,OFF-ST-10000532,2
4368,GW-14605,CA-2017-155075,2017-12-02,2017-12-09,Standard Class,OFF-BI-10003650,4
4369,SH-20395,CA-2017-157980,2017-12-07,2017-12-09,First Class,TEC-AC-10002567,2
4387,JC-15775,CA-2017-112039,2017-03-25,2017-03-29,Standard Class,TEC-PH-10000984,3
4388,LC-16870,CA-2017-113705,2017-03-27,2017-03-29,Second Class,OFF-LA-10000476,2
4389,LC-16870,CA-2017-113705,2017-03-27,2017-03-29,Second Class,OFF-BI-10001679,2
4390,LC-16870,CA-2017-113705,2017-03-27,2017-03-29,Second Class,FUR-TA-10002533,2
4391,LC-16870,CA-2017-113705,2017-03-27,2017-03-29,Second Class,TEC-PH-10004006,5
4392,LC-16870,CA-2017-113705,2017-03-27,2017-03-29,Second Class,OFF-ST-10001128,3
4393,LC-16870,CA-2017-113705,2017-03-27,2017-03-29,Second Class,OFF-PA-10002615,4
4394,AG-10270,CA-2017-139416,2017-03-27,2017-03-29,Second Class,FUR-FU-10003832,2
4395,EC-14050,US-2017-140074,2017-03-23,2017-03-29,Standard Class,OFF-PA-10002741,6
4396,QJ-19255,CA-2017-104066,2017-12-05,2017-12-10,Standard Class,TEC-AC-10001013,7
4397,LS-16975,CA-2017-108294,2017-12-10,2017-12-10,Same Day,OFF-BI-10004965,3
4398,DO-13645,CA-2017-118003,2017-12-04,2017-12-10,Standard Class,FUR-CH-10003817,3
4399,DO-13645,CA-2017-118003,2017-12-04,2017-12-10,Standard Class,FUR-CH-10004860,3
4400,DO-13645,CA-2017-118003,2017-12-04,2017-12-10,Standard Class,FUR-FU-10002506,1
4401,FP-14320,CA-2017-137099,2017-12-07,2017-12-10,First Class,TEC-PH-10002496,3
4402,DL-13315,CA-2017-145226,2017-12-08,2017-12-10,Second Class,OFF-ST-10004123,3
4403,DL-13315,CA-2017-145226,2017-12-08,2017-12-10,Second Class,OFF-ST-10002352,4
4404,DL-13315,CA-2017-145226,2017-12-08,2017-12-10,Second Class,FUR-FU-10004952,2
4405,DL-13315,CA-2017-145226,2017-12-08,2017-12-10,Second Class,OFF-PA-10003172,3
4406,CW-11905,CA-2017-152436,2017-12-08,2017-12-10,Second Class,OFF-ST-10000036,6
4407,CC-12220,CA-2017-152695,2017-12-10,2017-12-10,Same Day,OFF-EN-10004030,3
4408,CC-12220,CA-2017-152695,2017-12-10,2017-12-10,Same Day,OFF-AP-10000026,7
4409,MC-17575,US-2017-149510,2017-12-03,2017-12-10,Standard Class,OFF-BI-10004233,6
4410,MC-17575,US-2017-149510,2017-12-03,2017-12-10,Standard Class,OFF-PA-10001892,4
4411,MC-17575,US-2017-149510,2017-12-03,2017-12-10,Standard Class,OFF-AP-10002350,3
4426,DB-13660,CA-2017-101077,2017-03-25,2017-03-30,Second Class,OFF-PA-10004239,2
4427,FM-14215,CA-2017-143651,2017-03-25,2017-03-30,Standard Class,OFF-AR-10001446,2
4428,TB-21400,US-2017-120147,2017-03-30,2017-03-30,Same Day,OFF-AR-10000817,2
4429,TB-21400,US-2017-120147,2017-03-30,2017-03-30,Same Day,TEC-PH-10002447,1
4430,HK-14890,US-2017-141677,2017-03-26,2017-03-30,Standard Class,OFF-ST-10000344,3
4431,HK-14890,US-2017-141677,2017-03-26,2017-03-30,Standard Class,OFF-AP-10001205,8
4432,HK-14890,US-2017-141677,2017-03-26,2017-03-30,Standard Class,TEC-AC-10000158,5
4433,HK-14890,US-2017-141677,2017-03-26,2017-03-30,Standard Class,TEC-CO-10002313,5
4434,HK-14890,US-2017-141677,2017-03-26,2017-03-30,Standard Class,OFF-PA-10002581,3
4435,SM-20950,CA-2017-105235,2017-12-05,2017-12-11,Standard Class,FUR-FU-10001487,3
4436,SM-20950,CA-2017-105235,2017-12-05,2017-12-11,Standard Class,OFF-AP-10001271,5
4437,SM-20950,CA-2017-105235,2017-12-05,2017-12-11,Standard Class,FUR-FU-10000521,2
4438,DB-13210,CA-2017-109960,2017-12-09,2017-12-11,Second Class,TEC-AC-10004859,6
4439,DB-13210,CA-2017-109960,2017-12-09,2017-12-11,Second Class,OFF-BI-10001636,4
4440,DB-13210,CA-2017-109960,2017-12-09,2017-12-11,Second Class,OFF-PA-10000349,3
4441,DB-13210,CA-2017-109960,2017-12-09,2017-12-11,Second Class,OFF-AR-10001860,5
4442,DB-12910,CA-2017-141201,2017-12-09,2017-12-11,Second Class,FUR-BO-10001519,3
4443,RR-19315,CA-2017-162565,2017-12-11,2017-12-11,Same Day,FUR-FU-10004306,1
4444,RR-19315,CA-2017-162565,2017-12-11,2017-12-11,Same Day,OFF-PA-10001937,2
4445,RR-19315,CA-2017-162565,2017-12-11,2017-12-11,Same Day,FUR-CH-10003973,2
4446,KB-16600,US-2017-118038,2017-12-09,2017-12-11,First Class,OFF-BI-10004182,3
4447,KB-16600,US-2017-118038,2017-12-09,2017-12-11,First Class,OFF-ST-10000615,3
4448,KB-16600,US-2017-118038,2017-12-09,2017-12-11,First Class,FUR-FU-10000260,3
4449,MJ-17740,US-2017-131961,2017-12-08,2017-12-11,First Class,OFF-AR-10004441,4
4450,MJ-17740,US-2017-131961,2017-12-08,2017-12-11,First Class,TEC-PH-10001924,2
4451,DC-13285,US-2017-136189,2017-12-07,2017-12-11,Standard Class,FUR-FU-10000175,6
4481,JL-15835,CA-2017-105193,2017-03-25,2017-03-31,Standard Class,OFF-AR-10001547,5
4482,TM-21490,CA-2017-113474,2017-03-30,2017-03-31,First Class,OFF-EN-10004206,2
4483,BD-11560,CA-2017-124716,2017-03-27,2017-03-31,Standard Class,OFF-PA-10000740,2
4484,BD-11560,CA-2017-124716,2017-03-27,2017-03-31,Standard Class,OFF-PA-10001144,2
4485,BD-11560,CA-2017-124716,2017-03-27,2017-03-31,Standard Class,OFF-PA-10000859,3
4486,JD-16150,CA-2017-155880,2017-03-25,2017-03-31,Standard Class,FUR-CH-10000422,1
4487,JD-16150,CA-2017-155880,2017-03-25,2017-03-31,Standard Class,FUR-CH-10004675,7
4488,JD-16150,CA-2017-155880,2017-03-25,2017-03-31,Standard Class,FUR-CH-10002880,3
4489,DH-13075,US-2017-147886,2017-03-28,2017-03-31,First Class,OFF-ST-10002743,7
4490,DH-13075,US-2017-147886,2017-03-28,2017-03-31,First Class,FUR-FU-10003829,7
4491,DH-13075,US-2017-147886,2017-03-28,2017-03-31,First Class,OFF-PA-10000743,3
4492,DH-13075,US-2017-147886,2017-03-28,2017-03-31,First Class,OFF-PA-10000232,2
4493,DH-13075,US-2017-147886,2017-03-28,2017-03-31,First Class,OFF-PA-10003651,4
4494,DH-13075,US-2017-147886,2017-03-28,2017-03-31,First Class,FUR-FU-10001095,1
4495,DH-13075,US-2017-147886,2017-03-28,2017-03-31,First Class,TEC-MA-10004679,2
4496,AG-10330,CA-2017-107748,2017-12-10,2017-12-12,Second Class,OFF-PA-10002005,2
4497,AG-10330,CA-2017-107748,2017-12-10,2017-12-12,Second Class,TEC-PH-10003215,4
4498,KH-16510,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,OFF-LA-10003766,9
4499,KH-16510,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,FUR-CH-10003956,2
4500,KH-16510,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,OFF-PA-10001970,1
4501,KH-16510,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,OFF-PA-10003724,5
4502,KH-16510,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,TEC-CO-10004115,3
4503,KH-16510,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,TEC-AC-10000158,5
4504,KH-16510,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,FUR-TA-10002041,7
4505,KH-16510,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,OFF-PA-10002893,1
4506,KH-16510,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,FUR-BO-10001972,13
4507,AS-10225,CA-2017-117926,2017-12-08,2017-12-12,Second Class,OFF-AP-10002670,1
4508,DS-13180,CA-2017-134285,2017-12-07,2017-12-12,Standard Class,OFF-PA-10000304,3
4509,DS-13180,CA-2017-134285,2017-12-07,2017-12-12,Standard Class,OFF-FA-10000611,3
4510,BH-11710,CA-2017-135587,2017-12-07,2017-12-12,Standard Class,OFF-AP-10004540,4
4511,BH-11710,CA-2017-135587,2017-12-07,2017-12-12,Standard Class,TEC-AC-10001266,4
4512,AW-10840,CA-2017-143798,2017-12-10,2017-12-12,First Class,OFF-PA-10000788,2
4513,AW-10840,CA-2017-143798,2017-12-10,2017-12-12,First Class,FUR-FU-10004306,2
4514,AS-10285,CA-2017-149706,2017-12-11,2017-12-12,First Class,TEC-AC-10001284,7
4515,BT-11680,CA-2017-158967,2017-12-10,2017-12-12,First Class,FUR-FU-10001940,3
4516,BP-11185,US-2017-140907,2017-12-10,2017-12-12,Second Class,OFF-ST-10000060,5
4517,BP-11185,US-2017-140907,2017-12-10,2017-12-12,Second Class,OFF-AR-10000799,3
4518,BP-11185,US-2017-140907,2017-12-10,2017-12-12,Second Class,TEC-AC-10004510,3
4519,JL-15835,US-2017-167920,2017-12-09,2017-12-12,Second Class,OFF-AP-10000159,5
4520,JL-15835,US-2017-167920,2017-12-09,2017-12-12,Second Class,TEC-CO-10001046,2
4521,JL-15835,US-2017-167920,2017-12-09,2017-12-12,Second Class,OFF-ST-10004963,1
4522,JL-15835,US-2017-167920,2017-12-09,2017-12-12,Second Class,OFF-BI-10003274,4
4523,JL-15835,US-2017-167920,2017-12-09,2017-12-12,Second Class,TEC-AC-10001013,5
4524,JL-15835,US-2017-167920,2017-12-09,2017-12-12,Second Class,OFF-LA-10004409,2
4525,JL-15835,US-2017-167920,2017-12-09,2017-12-12,Second Class,OFF-BI-10004236,2
4543,AB-10165,CA-2017-126634,2017-03-30,2017-04-01,Second Class,FUR-FU-10004973,5
4544,CJ-12010,CA-2017-144491,2017-03-27,2017-04-01,Standard Class,FUR-CH-10001714,2
4545,CJ-12010,CA-2017-144491,2017-03-27,2017-04-01,Standard Class,FUR-BO-10001811,5
4546,CJ-12010,CA-2017-144491,2017-03-27,2017-04-01,Standard Class,TEC-AC-10004901,1
4547,CJ-12010,CA-2017-144491,2017-03-27,2017-04-01,Standard Class,FUR-CH-10004063,3
4548,AT-10435,CA-2017-102407,2017-12-09,2017-12-13,Second Class,FUR-TA-10003748,9
4549,AT-10435,CA-2017-102407,2017-12-09,2017-12-13,Second Class,OFF-AP-10001394,1
4550,AT-10435,CA-2017-102407,2017-12-09,2017-12-13,Second Class,OFF-AR-10000122,2
4551,MW-18220,CA-2017-107986,2017-12-13,2017-12-13,Same Day,OFF-ST-10001325,3
4552,JP-15520,CA-2017-117324,2017-12-08,2017-12-13,Standard Class,FUR-BO-10003159,4
4553,JP-15520,CA-2017-117324,2017-12-08,2017-12-13,Standard Class,TEC-AC-10003023,3
4554,JP-15520,CA-2017-117324,2017-12-08,2017-12-13,Standard Class,OFF-PA-10002713,4
4555,JP-15520,CA-2017-117324,2017-12-08,2017-12-13,Standard Class,OFF-AP-10003590,3
4556,JP-15520,CA-2017-117324,2017-12-08,2017-12-13,Standard Class,OFF-LA-10003510,2
4557,DK-12835,CA-2017-139199,2017-12-09,2017-12-13,Standard Class,OFF-PA-10001293,2
4558,DK-12835,CA-2017-139199,2017-12-09,2017-12-13,Standard Class,OFF-BI-10003982,2
4559,DK-12835,CA-2017-139199,2017-12-09,2017-12-13,Standard Class,FUR-CH-10000847,3
4560,NC-18535,CA-2017-139402,2017-12-09,2017-12-13,Standard Class,OFF-PA-10004359,5
4561,NC-18535,CA-2017-139402,2017-12-09,2017-12-13,Standard Class,OFF-BI-10000279,3
4562,DK-13375,CA-2017-165099,2017-12-11,2017-12-13,First Class,OFF-AP-10001634,2
4563,WB-21850,US-2017-110149,2017-12-10,2017-12-13,First Class,FUR-FU-10001475,5
4564,WB-21850,US-2017-110149,2017-12-10,2017-12-13,First Class,OFF-BI-10000014,1
4565,HG-14965,US-2017-122714,2017-12-07,2017-12-13,Standard Class,OFF-BI-10001120,5
4566,NB-18655,US-2017-125213,2017-12-11,2017-12-13,First Class,OFF-FA-10001561,3
4567,CA-12310,US-2017-145366,2017-12-09,2017-12-13,Standard Class,OFF-EN-10004386,3
4568,CA-12310,US-2017-145366,2017-12-09,2017-12-13,Standard Class,OFF-ST-10004180,1
4594,CM-12115,CA-2017-100524,2017-03-31,2017-04-02,Second Class,TEC-PH-10002549,3
4595,CM-12115,CA-2017-100524,2017-03-31,2017-04-02,Second Class,FUR-FU-10004018,2
4596,CM-12115,CA-2017-100524,2017-03-31,2017-04-02,Second Class,OFF-PA-10004911,8
4597,ML-18040,CA-2017-113208,2017-03-26,2017-04-02,Standard Class,FUR-FU-10004245,3
4598,RD-19720,CA-2017-126550,2017-03-29,2017-04-02,Second Class,OFF-ST-10001031,5
4599,JE-15610,CA-2017-133263,2017-03-31,2017-04-02,Second Class,OFF-BI-10001153,1
4600,JE-15610,CA-2017-133263,2017-03-31,2017-04-02,Second Class,TEC-CO-10001449,5
4601,JE-15610,CA-2017-133263,2017-03-31,2017-04-02,Second Class,OFF-BI-10000474,4
4602,SC-20260,CA-2017-144680,2017-03-31,2017-04-02,First Class,OFF-AP-10003040,5
4603,EM-14200,CA-2017-162033,2017-03-26,2017-04-02,Standard Class,OFF-FA-10003021,2
4604,EM-14200,CA-2017-162033,2017-03-26,2017-04-02,Standard Class,TEC-AC-10003116,3
4605,DB-12910,US-2017-159205,2017-03-31,2017-04-02,Second Class,FUR-FU-10001591,5
4606,DB-12910,US-2017-159205,2017-03-31,2017-04-02,Second Class,TEC-PH-10000526,7
4607,CK-12760,US-2017-166611,2017-03-28,2017-04-02,Standard Class,OFF-BI-10001191,9
4608,DB-13060,CA-2017-107629,2017-12-14,2017-12-14,Same Day,TEC-AC-10004510,3
4609,DB-13060,CA-2017-107629,2017-12-14,2017-12-14,Same Day,OFF-AR-10002987,6
4610,DB-13060,CA-2017-107629,2017-12-14,2017-12-14,Same Day,FUR-FU-10004091,3
4611,DB-13060,CA-2017-107629,2017-12-14,2017-12-14,Same Day,FUR-FU-10002298,6
4612,LE-16810,CA-2017-108329,2017-12-09,2017-12-14,Standard Class,TEC-PH-10001918,4
4613,DM-13345,CA-2017-108854,2017-12-08,2017-12-14,Standard Class,OFF-ST-10001837,1
4614,DM-13345,CA-2017-108854,2017-12-08,2017-12-14,Standard Class,OFF-PA-10003022,4
4615,DM-13345,CA-2017-108854,2017-12-08,2017-12-14,Standard Class,OFF-BI-10002854,1
4616,DM-13345,CA-2017-108854,2017-12-08,2017-12-14,Standard Class,OFF-BI-10001670,3
4617,AH-10585,CA-2017-109715,2017-12-09,2017-12-14,Standard Class,OFF-PA-10004965,2
4618,TC-21535,CA-2017-142328,2017-12-07,2017-12-14,Standard Class,OFF-PA-10000380,6
4619,RS-19870,CA-2017-142776,2017-12-11,2017-12-14,Second Class,OFF-EN-10003160,1
4620,RS-19870,CA-2017-142776,2017-12-11,2017-12-14,Second Class,OFF-BI-10002012,3
4621,MC-17845,CA-2017-148446,2017-12-10,2017-12-14,Second Class,FUR-TA-10004256,4
