Customer_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Product_ID,Product_Name,Quantity
BM-11650,CA-2015-100454,2015-11-20,2015-11-25,Standard Class,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,4
BM-11650,CA-2015-100454,2015-11-20,2015-11-25,Standard Class,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,3
KB-16405,CA-2015-112305,2015-11-20,2015-11-25,Standard Class,OFF-AR-10002067,Newell 334,6
KB-16405,CA-2015-112305,2015-11-20,2015-11-25,Standard Class,TEC-AC-10002018,AmazonBasics 3-Button USB Wired Mouse,2
KB-16405,CA-2015-112305,2015-11-20,2015-11-25,Standard Class,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",3
NW-18400,CA-2015-115511,2015-11-21,2015-11-25,Standard Class,OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",4
NW-18400,CA-2015-115511,2015-11-21,2015-11-25,Standard Class,FUR-BO-10002598,"Hon Metal Bookcases, Putty",2
SS-20410,CA-2015-119879,2015-11-21,2015-11-25,Standard Class,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",8
SS-20410,CA-2015-119879,2015-11-21,2015-11-25,Standard Class,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",5
NG-18430,CA-2015-137708,2015-11-22,2015-11-25,Second Class,OFF-ST-10004634,"Personal Folder Holder, Ebony",3
NG-18430,CA-2015-137708,2015-11-22,2015-11-25,Second Class,OFF-PA-10000176,Xerox 1887,2
NG-18430,CA-2015-137708,2015-11-22,2015-11-25,Second Class,OFF-PA-10000327,Xerox 1971,10
PW-19240,CA-2015-144274,2015-11-23,2015-11-25,Second Class,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,2
PW-19240,CA-2015-144274,2015-11-23,2015-11-25,Second Class,OFF-EN-10003286,Staple envelope,2
PW-19240,CA-2015-144274,2015-11-23,2015-11-25,Second Class,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",4
PW-19240,CA-2015-144274,2015-11-23,2015-11-25,Second Class,OFF-PA-10001583,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",6
PW-19240,CA-2015-144274,2015-11-23,2015-11-25,Second Class,OFF-PA-10003441,Xerox 226,6
HD-14785,CA-2015-162376,2015-11-22,2015-11-25,Second Class,OFF-PA-10000300,Xerox 1936,3
HD-14785,CA-2015-162376,2015-11-22,2015-11-25,Second Class,OFF-AR-10003056,Newell 341,4
AH-10690,CA-2016-158869,2016-08-06,2016-08-07,First Class,OFF-PA-10000474,Easy-staple paper,2
JE-15745,CA-2017-108070,2017-04-16,2017-04-20,Standard Class,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,1
JE-15745,CA-2017-108070,2017-04-16,2017-04-20,Standard Class,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",4
AA-10480,CA-2017-114412,2017-04-15,2017-04-20,Standard Class,OFF-PA-10002365,Xerox 1967,3
RF-19840,CA-2017-136497,2017-04-16,2017-04-20,Standard Class,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,5
JO-15550,US-2017-138086,2017-04-16,2017-04-20,Standard Class,OFF-AP-10000027,Hoover Commercial SteamVac,3
SV-20935,CA-2017-122798,2017-12-28,2018-01-01,Standard Class,OFF-ST-10003058,Eldon Mobile Mega Data Cart Mega Stackable Add-On Trays,5
SV-20935,CA-2017-122798,2017-12-28,2018-01-01,Standard Class,OFF-PA-10004239,Xerox 1953,1
GA-14725,CA-2017-134194,2017-12-25,2018-01-01,Standard Class,OFF-AR-10001615,Newell 34,2
GA-14725,CA-2017-134194,2017-12-25,2018-01-01,Standard Class,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,9
GA-14725,CA-2017-134194,2017-12-25,2018-01-01,Standard Class,OFF-SU-10000946,Staple remover,7
GA-14725,CA-2017-134194,2017-12-25,2018-01-01,Standard Class,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",3
GA-14725,CA-2017-134194,2017-12-25,2018-01-01,Standard Class,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",5
KB-16240,CA-2017-136238,2017-12-26,2018-01-01,Standard Class,OFF-PA-10004285,Xerox 1959,3
GH-14665,CA-2017-136539,2017-12-28,2018-01-01,Standard Class,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",2
GH-14665,CA-2017-136539,2017-12-28,2018-01-01,Standard Class,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,2
LO-17170,CA-2017-163860,2017-12-28,2018-01-01,Standard Class,FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,3
LO-17170,CA-2017-163860,2017-12-28,2018-01-01,Standard Class,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",2
LO-17170,CA-2017-163860,2017-12-28,2018-01-01,Standard Class,OFF-BI-10003784,Computer Printout Index Tabs,5
LO-17170,CA-2017-163860,2017-12-28,2018-01-01,Standard Class,FUR-FU-10001935,3M Hangers With Command Adhesive,2
PO-18850,US-2017-106705,2017-12-26,2018-01-01,Standard Class,OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",5
KH-16360,US-2017-158526,2017-12-29,2018-01-01,Second Class,FUR-CH-10001270,Harbour Creations Steel Folding Chair,3
KH-16360,US-2017-158526,2017-12-29,2018-01-01,Second Class,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,1
KH-16360,US-2017-158526,2017-12-29,2018-01-01,Second Class,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",1
KH-16360,US-2017-158526,2017-12-29,2018-01-01,Second Class,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,8
KH-16360,US-2017-158526,2017-12-29,2018-01-01,Second Class,OFF-AR-10003696,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,1
RA-19915,CA-2014-123064,2014-06-30,2014-07-02,First Class,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,4
CA-12775,CA-2014-140858,2014-06-28,2014-07-02,Standard Class,FUR-CH-10001394,Global Leather Executive Chair,5
CA-12775,CA-2014-140858,2014-06-28,2014-07-02,Standard Class,OFF-BI-10003094,Self-Adhesive Ring Binder Labels,3
CA-12775,CA-2014-140858,2014-06-28,2014-07-02,Standard Class,OFF-PA-10000304,Xerox 1995,8
CA-12775,CA-2014-140858,2014-06-28,2014-07-02,Standard Class,OFF-PA-10003395,Xerox 1941,4
CA-12775,CA-2014-140858,2014-06-28,2014-07-02,Standard Class,OFF-BI-10004230,GBC Recycled Grain Textured Covers,3
MC-17275,CA-2015-114237,2015-03-13,2015-03-15,First Class,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",2
IM-15070,CA-2015-100545,2015-11-22,2015-11-26,Standard Class,OFF-BI-10003638,GBC Durable Plastic Covers,2
CA-11965,CA-2015-105690,2015-11-21,2015-11-26,Second Class,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,2
CA-11965,CA-2015-105690,2015-11-21,2015-11-26,Second Class,FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,2
CA-11965,CA-2015-105690,2015-11-21,2015-11-26,Second Class,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,1
JK-15205,CA-2015-116484,2015-11-20,2015-11-26,Standard Class,FUR-FU-10002874,Ultra Commercial Grade Dual Valve Door Closer,2
JK-15205,CA-2015-116484,2015-11-20,2015-11-26,Standard Class,OFF-ST-10003994,"Belkin 19"" Center-Weighted Shelf, Gray",3
AR-10540,CA-2015-123505,2015-11-22,2015-11-26,Standard Class,OFF-PA-10002586,Xerox 1970,3
SN-20560,CA-2015-144652,2015-11-20,2015-11-26,Standard Class,OFF-AR-10003732,Newell 333,7
DL-12865,CA-2015-156524,2015-11-20,2015-11-26,Standard Class,OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",3
AG-10300,CA-2015-166800,2015-11-19,2015-11-26,Standard Class,OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,4
HP-14815,US-2015-118983,2015-11-22,2015-11-26,Standard Class,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",5
HP-14815,US-2015-118983,2015-11-22,2015-11-26,Standard Class,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,3
AP-10720,US-2015-165449,2015-11-22,2015-11-26,Standard Class,TEC-AC-10004127,SanDisk Cruzer 8 GB USB Flash Drive,4
ML-17755,CA-2016-110254,2016-08-04,2016-08-08,Standard Class,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,9
ML-17755,CA-2016-110254,2016-08-04,2016-08-08,Standard Class,OFF-LA-10004484,Avery 476,1
ML-17755,CA-2016-110254,2016-08-04,2016-08-08,Standard Class,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",2
ML-17755,CA-2016-110254,2016-08-04,2016-08-08,Standard Class,OFF-LA-10002034,Avery 478,2
PL-18925,CA-2017-109946,2017-04-16,2017-04-21,Standard Class,OFF-AR-10001419,Newell 325,5
SD-20485,US-2017-141698,2017-04-15,2017-04-21,Standard Class,OFF-PA-10001826,Xerox 207,4
BE-11455,US-2017-166324,2017-04-20,2017-04-21,First Class,TEC-PH-10004080,Avaya 5410 Digital phone,3
BE-11455,US-2017-166324,2017-04-20,2017-04-21,First Class,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,4
BE-11455,US-2017-166324,2017-04-20,2017-04-21,First Class,OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",5
JG-15160,CA-2017-118885,2017-12-29,2018-01-02,Standard Class,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",4
JG-15160,CA-2017-118885,2017-12-29,2018-01-02,Standard Class,TEC-PH-10002563,Adtran 1202752G1,3
HM-14860,CA-2017-129805,2017-12-28,2018-01-02,Standard Class,FUR-FU-10001935,3M Hangers With Command Adhesive,2
BS-11755,CA-2017-130631,2017-12-29,2018-01-02,Standard Class,OFF-FA-10000089,Acco Glide Clips,5
BS-11755,CA-2017-130631,2017-12-29,2018-01-02,Standard Class,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,2
CS-12400,CA-2017-135111,2017-12-28,2018-01-02,Standard Class,OFF-AR-10004707,Staples in misc. colors,1
CS-12400,CA-2017-135111,2017-12-28,2018-01-02,Standard Class,OFF-BI-10004040,Wilson Jones Impact Binders,5
KH-16690,CA-2017-163979,2017-12-28,2018-01-02,Second Class,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,4
AR-10825,CA-2014-109218,2014-06-30,2014-07-03,Second Class,OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",5
JK-15625,CA-2014-111773,2014-06-29,2014-07-03,Standard Class,OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",3
BB-11545,CA-2015-107083,2015-11-21,2015-11-27,Standard Class,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,2
BB-11545,CA-2015-107083,2015-11-21,2015-11-27,Standard Class,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",2
BB-11545,CA-2015-107083,2015-11-21,2015-11-27,Standard Class,OFF-AP-10004136,Kensington 6 Outlet SmartSocket Surge Protector,3
BB-11545,CA-2015-107083,2015-11-21,2015-11-27,Standard Class,OFF-BI-10002194,Cardinal Hold-It CD Pocket,5
VB-21745,CA-2015-111395,2015-11-23,2015-11-27,Standard Class,OFF-PA-10000994,Xerox 1915,4
VB-21745,CA-2015-111395,2015-11-23,2015-11-27,Standard Class,OFF-BI-10002867,GBC Recycled Regency Composition Covers,2
VB-21745,CA-2015-111395,2015-11-23,2015-11-27,Standard Class,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",2
AT-10735,CA-2015-123113,2015-11-23,2015-11-27,Second Class,OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",8
AT-10735,CA-2015-123113,2015-11-23,2015-11-27,Second Class,OFF-AR-10004999,Newell 315,3
MO-17800,CA-2015-139094,2015-11-22,2015-11-27,Standard Class,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,2
SS-20875,CA-2015-163965,2015-11-20,2015-11-27,Standard Class,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,3
SS-20875,CA-2015-163965,2015-11-20,2015-11-27,Standard Class,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,5
SS-20875,CA-2015-163965,2015-11-20,2015-11-27,Standard Class,OFF-ST-10000918,Crate-A-Files,2
SS-20875,CA-2015-163965,2015-11-20,2015-11-27,Standard Class,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,4
MC-17275,CA-2015-168459,2015-11-22,2015-11-27,Standard Class,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",6
MC-17275,CA-2015-168459,2015-11-22,2015-11-27,Standard Class,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2
PS-18760,CA-2017-128965,2017-04-17,2017-04-22,Standard Class,OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",3
PS-18760,CA-2017-128965,2017-04-17,2017-04-22,Standard Class,OFF-LA-10001404,Avery 517,2
PS-18760,CA-2017-128965,2017-04-17,2017-04-22,Standard Class,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",3
PS-18760,CA-2017-128965,2017-04-17,2017-04-22,Standard Class,OFF-LA-10003190,Avery 474,8
PS-18760,CA-2017-128965,2017-04-17,2017-04-22,Standard Class,TEC-AC-10001383,Logitech Wireless Touch Keyboard K400,11
PS-18760,CA-2017-128965,2017-04-17,2017-04-22,Standard Class,OFF-FA-10001561,Stockwell Push Pins,5
BM-11575,US-2017-129203,2017-04-17,2017-04-22,Standard Class,OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,4
ND-18370,US-2017-156356,2017-04-16,2017-04-22,Standard Class,OFF-BI-10000632,Satellite Sectional Post Binders,3
ND-18370,US-2017-156356,2017-04-16,2017-04-22,Standard Class,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",1
ND-18370,US-2017-156356,2017-04-16,2017-04-22,Standard Class,OFF-ST-10002301,Tennsco Commercial Shelving,2
EB-13975,CA-2017-115427,2017-12-30,2018-01-03,Standard Class,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,2
EB-13975,CA-2017-115427,2017-12-30,2018-01-03,Standard Class,OFF-BI-10004632,GBC Binding covers,2
EB-13975,CA-2017-115427,2017-12-30,2018-01-03,Standard Class,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",2
EH-14005,CA-2017-127516,2017-12-28,2018-01-03,Standard Class,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,1
PO-18865,CA-2017-143259,2017-12-30,2018-01-03,Standard Class,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,3
PO-18865,CA-2017-143259,2017-12-30,2018-01-03,Standard Class,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",4
PO-18865,CA-2017-143259,2017-12-30,2018-01-03,Standard Class,TEC-PH-10004774,Gear Head AU3700S Headset,7
JM-15580,CA-2017-156720,2017-12-30,2018-01-03,Standard Class,OFF-FA-10003472,Bagged Rubber Bands,3
MS-17980,CA-2014-116757,2014-06-30,2014-07-04,Standard Class,OFF-FA-10002815,Staples,6
MS-17980,CA-2014-116757,2014-06-30,2014-07-04,Standard Class,OFF-PA-10002005,Xerox 225,5
RW-19630,CA-2014-156993,2014-06-28,2014-07-04,Standard Class,OFF-FA-10003495,Staples,1
EB-13750,CA-2015-128083,2015-03-12,2015-03-17,Standard Class,OFF-EN-10004030,Convenience Packs of Business Envelopes,3
EB-13750,CA-2015-128083,2015-03-12,2015-03-17,Standard Class,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",4
EB-13750,CA-2015-128083,2015-03-12,2015-03-17,Standard Class,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,3
DP-13000,CA-2015-105347,2015-11-24,2015-11-28,Standard Class,OFF-PA-10000675,Xerox 1919,9
DP-13000,CA-2015-105347,2015-11-24,2015-11-28,Standard Class,OFF-AR-10003045,Prang Colored Pencils,5
JF-15565,CA-2016-121034,2016-08-08,2016-08-10,Second Class,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,4
JF-15565,CA-2016-121034,2016-08-08,2016-08-10,Second Class,OFF-PA-10001994,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",3
JM-15250,CA-2017-128853,2017-04-21,2017-04-23,First Class,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",9
SR-20425,CA-2017-134845,2017-04-17,2017-04-23,Standard Class,OFF-BI-10000773,Insertable Tab Post Binder Dividers,5
SR-20425,CA-2017-134845,2017-04-17,2017-04-23,Standard Class,OFF-BI-10001543,GBC VeloBinder Manual Binding System,2
SR-20425,CA-2017-134845,2017-04-17,2017-04-23,Standard Class,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,5
SR-20425,CA-2017-134845,2017-04-17,2017-04-23,Standard Class,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,6
SR-20425,CA-2017-134845,2017-04-17,2017-04-23,Standard Class,OFF-PA-10002005,Xerox 225,4
KN-16390,CA-2017-140802,2017-04-21,2017-04-23,First Class,OFF-PA-10001534,Xerox 230,4
KN-16390,CA-2017-140802,2017-04-21,2017-04-23,First Class,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,3
CV-12805,CA-2017-151484,2017-04-20,2017-04-23,First Class,FUR-FU-10001876,"Computer Room Manger, 14""",2
CV-12805,CA-2017-151484,2017-04-20,2017-04-23,First Class,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",3
CV-12805,CA-2017-151484,2017-04-20,2017-04-23,First Class,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",3
CV-12805,CA-2017-151484,2017-04-20,2017-04-23,First Class,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,1
KB-16600,CA-2017-158673,2017-12-29,2018-01-04,Standard Class,OFF-PA-10000994,Xerox 1915,2
JF-15415,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,4
JF-15415,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,OFF-BI-10001922,Storex Dura Pro Binders,7
JF-15415,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,OFF-LA-10001297,Avery 473,7
JF-15415,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,3
HA-14905,CA-2014-146640,2014-06-30,2014-07-05,Standard Class,OFF-BI-10002867,GBC Recycled Regency Composition Covers,7
LW-16825,CA-2014-160773,2014-07-01,2014-07-05,Standard Class,OFF-BI-10000546,Avery Durable Binders,6
LW-16825,CA-2014-160773,2014-07-01,2014-07-05,Standard Class,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,2
DC-12850,US-2014-160444,2014-07-05,2014-07-05,Same Day,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",3
DC-12850,US-2014-160444,2014-07-05,2014-07-05,Same Day,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,11
JE-15475,CA-2015-112116,2015-03-16,2015-03-18,Second Class,FUR-TA-10001039,KI Adjustable-Height Table,2
EB-14170,CA-2015-148705,2015-03-12,2015-03-18,Standard Class,OFF-LA-10001641,Avery 518,2
EP-13915,CA-2015-163587,2015-03-14,2015-03-18,Standard Class,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,3
EP-13915,CA-2015-163587,2015-03-14,2015-03-18,Standard Class,OFF-LA-10004484,Avery 476,4
NF-18595,US-2015-139675,2015-03-13,2015-03-18,Second Class,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,4
NF-18595,US-2015-139675,2015-03-13,2015-03-18,Second Class,FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,8
MA-17560,CA-2015-130974,2015-11-27,2015-11-29,Second Class,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1
MA-17560,CA-2015-130974,2015-11-27,2015-11-29,Second Class,OFF-PA-10003823,Xerox 197,5
MA-17560,CA-2015-130974,2015-11-27,2015-11-29,Second Class,OFF-PA-10001019,Xerox 1884,3
MA-17560,CA-2015-130974,2015-11-27,2015-11-29,Second Class,OFF-PA-10000743,Xerox 1977,6
MA-17560,CA-2015-130974,2015-11-27,2015-11-29,Second Class,FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",3
MA-17560,CA-2015-130974,2015-11-27,2015-11-29,Second Class,TEC-AC-10003095,Logitech G35 7.1-Channel Surround Sound Headset,2
MA-17560,CA-2015-130974,2015-11-27,2015-11-29,Second Class,FUR-TA-10004619,Hon Non-Folding Utility Tables,4
JD-16150,CA-2015-145184,2015-11-27,2015-11-29,First Class,TEC-PH-10002350,Apple EarPods with Remote and Mic,3
JD-16150,CA-2015-145184,2015-11-27,2015-11-29,First Class,TEC-AC-10000397,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",3
TS-21340,CA-2015-153416,2015-11-24,2015-11-29,Standard Class,OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,8
TS-21340,CA-2015-153416,2015-11-24,2015-11-29,Standard Class,OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,7
TS-21340,CA-2015-153416,2015-11-24,2015-11-29,Standard Class,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,2
TS-21340,CA-2015-153416,2015-11-24,2015-11-29,Standard Class,OFF-PA-10002005,Xerox 225,3
SF-20065,US-2015-164357,2015-11-25,2015-11-29,Standard Class,OFF-AR-10001177,Newell 349,5
LM-17065,CA-2016-105263,2016-08-06,2016-08-11,Standard Class,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",9
DW-13585,CA-2016-148516,2016-08-07,2016-08-11,Standard Class,TEC-AC-10003610,Logitech Illuminated - Keyboard,3
MF-17665,US-2016-102232,2016-08-05,2016-08-11,Standard Class,OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",7
SJ-20215,CA-2017-100615,2017-04-20,2017-04-24,Standard Class,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,3
SJ-20215,CA-2017-100615,2017-04-20,2017-04-24,Standard Class,OFF-AR-10001683,Lumber Crayons,2
SJ-20215,CA-2017-100615,2017-04-20,2017-04-24,Standard Class,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",5
CV-12295,CA-2017-119655,2017-04-20,2017-04-24,Standard Class,OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,7
CV-12295,CA-2017-119655,2017-04-20,2017-04-24,Standard Class,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,4
GM-14440,CA-2017-135783,2017-04-22,2017-04-24,First Class,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",2
JW-15955,CA-2017-166198,2017-04-21,2017-04-24,First Class,FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,3
JW-15955,CA-2017-166198,2017-04-21,2017-04-24,First Class,TEC-AC-10000521,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",1
CC-12430,CA-2017-126221,2017-12-30,2018-01-05,Standard Class,OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",2
BP-11185,CA-2017-146626,2017-12-29,2018-01-05,Standard Class,FUR-FU-10002501,Nu-Dell Executive Frame,8
EH-13945,CA-2014-107594,2014-07-02,2014-07-06,Standard Class,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,1
EH-13945,CA-2014-107594,2014-07-02,2014-07-06,Standard Class,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",2
Dl-13600,CA-2014-153150,2014-07-01,2014-07-06,Second Class,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,5
DL-12865,CA-2014-165974,2014-06-29,2014-07-06,Standard Class,OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",7
CS-11860,US-2014-121566,2014-06-30,2014-07-06,Standard Class,OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,1
CS-11860,US-2014-121566,2014-06-30,2014-07-06,Standard Class,OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",3
MS-17710,CA-2015-134257,2015-03-16,2015-03-19,Second Class,OFF-EN-10003845,Colored Envelopes,2
MS-17710,CA-2015-134257,2015-03-16,2015-03-19,Second Class,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",5
AI-10855,CA-2015-167479,2015-03-14,2015-03-19,Standard Class,OFF-PA-10002105,Xerox 223,3
GP-14740,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3
GP-14740,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,OFF-ST-10001172,"Tennsco Lockers, Sand",5
GP-14740,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,OFF-BI-10003707,Aluminum Screw Posts,4
GP-14740,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,OFF-PA-10001274,Loose Memo Sheets,3
AW-10840,CA-2015-129112,2015-11-29,2015-11-30,First Class,OFF-BI-10000088,GBC Imprintable Covers,4
AW-10840,CA-2015-129112,2015-11-29,2015-11-30,First Class,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,3
KM-16720,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,4
KM-16720,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",2
KM-16720,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",6
KM-16720,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,OFF-PA-10003892,Xerox 1943,3
PO-19195,CA-2015-144099,2015-11-29,2015-11-30,Same Day,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1
EK-13795,CA-2015-154340,2015-11-29,2015-11-30,First Class,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",2
AJ-10945,CA-2015-164497,2015-11-28,2015-11-30,First Class,OFF-AP-10004655,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",4
